SkillName,Price,bids,is_urgent,is_fulltime,is_bold,is_private
تولید محتوای انگلیسی,1500000,14,0,0,0,0
تایپ,500000,67,0,0,0,0
طراحی آیکون,3000000,99,0,0,0,0
تصویرسازی,3000000,99,0,0,0,0
ایلوستریتور (Adobe Illustrator),3000000,99,0,0,0,0
فوتوشاپ (Photoshop),3000000,99,0,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),6000000,10,1,0,1,0
Mobile Phone,6000000,10,1,0,1,0
برنامه نویسی موبایل,6000000,10,1,0,1,0
ری اکت نیتیو (React Native),6000000,10,1,0,1,0
ios mobile,6000000,10,1,0,1,0
برنامه ریزی تبلیغ و خرید,7000000,4,0,1,0,0
بازاریابی اینترنتی,7000000,4,0,1,0,0
تحقیقات بازار,7000000,4,0,1,0,0
بازاریابی تلفنی,7000000,4,0,1,0,0
بازاریابی از طریق رسانه های اجتماعی,7000000,4,0,1,0,0
مای اسکیوال (MySQL),6000000,41,1,0,1,0
پی اچ پی (PHP),6000000,41,1,0,1,0
سی اس اس (CSS),6000000,41,1,0,1,0
برنامه نویسی تحت وب,6000000,41,1,0,1,0
HTML,500000,31,0,0,0,0
پی اچ پی (PHP),500000,31,0,0,0,0
برنامه نویسی تحت وب,500000,31,0,0,0,0
طراحی بروشور,500000,55,0,0,0,0
طراحی کارت ویزیت,500000,55,0,0,0,0
طراحی پوستر,500000,55,0,0,0,0
HTML,500000,3,0,0,0,0
پی اچ پی (PHP),500000,3,0,0,0,0
برنامه نویسی تحت وب,500000,3,0,0,0,0
ویرایش متن,3000000,0,0,1,0,0
نویسندگی فنی,3000000,0,0,1,0,0
سرمایه گذاری,3000000,0,0,1,0,0
تولید محتوا,3000000,0,0,1,0,0
تدوین استراتژی محتوا,3000000,0,0,1,0,0
گوگل ادز (Google Ads),3000000,9,0,0,0,0
تجزیه و تحلیل کسب و کار,3000000,6,0,0,0,0
طرح کسب و کار,3000000,6,0,0,0,0
طراحی پرزنتیشن,3000000,6,0,0,0,0
3D Animation,1500000,16,0,0,0,0
مدل سازی ۳ بعدی (3D Modelling),1500000,16,0,0,0,0
تری دی مکس (3DS MAX),1500000,16,0,0,0,0
منابع انسانی,15000000,4,0,1,0,0
استخدام,15000000,4,0,1,0,0
پی اچ پی (PHP),3000000,41,0,0,0,0
پرستاشاپ (Prestashop),3000000,41,0,0,0,0
فروشگاه,3000000,41,0,0,0,0
برنامه نویسی تحت وب,3000000,41,0,0,0,0
جاوا اسکریپت (JavaScript),5000000,2,0,0,0,0
نود جی اس (Node.js),5000000,2,0,0,0,0
ری اکت (React),5000000,2,0,0,0,0
طراحی آیکون,500000,44,0,0,0,0
تصویرسازی,500000,44,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,44,0,0,0,0
فوتوشاپ (Photoshop),500000,44,0,0,0,0
برنامه ریزی تبلیغ و خرید,6000000,5,0,1,0,0
تبلیغات,6000000,5,0,1,0,0
بازاریابی اینترنتی,6000000,5,0,1,0,0
بازاریابی ایمیلی (ایمیل مارکتینگ),6000000,5,0,1,0,0
HTML,500000,26,0,0,0,0
پی اچ پی (PHP),500000,26,0,0,0,0
وردپرس (WordPress),500000,26,0,0,0,0
سی اس اس (CSS),500000,26,0,0,0,0
نود جی اس (Node.js),1000000,2,1,0,0,0
JSON,1000000,2,1,0,0,0
Redis,1000000,2,1,0,0,0
ری اکت نیتیو (React Native),1000000,2,1,0,0,0
پی اچ پی (PHP),500000,17,0,0,0,0
سی اس اس (CSS),500000,17,0,0,0,0
برنامه نویسی تحت وب,500000,17,0,0,0,0
نقاشی دیجیتال,1500000,9,1,0,1,0
ویرایش عکس,500000,36,0,0,0,0
فوتوشاپ (Photoshop),500000,36,0,0,0,0
HTML,500000,3,0,0,1,0
پی اچ پی (PHP),500000,3,0,0,1,0
برنامه نویسی تحت وب,500000,3,0,0,1,0
وردپرس (WordPress),500000,0,0,0,0,0
طراحی سایت فروشگاهی,500000,0,0,0,0,0
طراحی تبلیغات,500000,21,0,0,0,0
طراحی بنر,500000,21,0,0,0,0
Flash,500000,21,0,0,0,0
فوتوشاپ (Photoshop),500000,21,0,0,0,0
طراحی تبلیغات,500000,31,0,0,0,0
طراحی بنر,500000,31,0,0,0,0
فوتوشاپ (Photoshop),500000,31,0,0,0,0
فوتوشاپ (Photoshop),1500000,39,0,0,0,0
اکسل (Excel),1500000,39,0,0,0,0
ادوبی این دیزاین (InDesign),6000000,12,1,0,1,0
وبلاگ,3000000,29,0,0,0,0
نوشتن توضیحات محصول,3000000,29,0,0,0,0
تولید محتوا,3000000,29,0,0,0,0
تایپوگرافی,500000,24,0,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),50000000,26,0,1,0,0
ری اکت نیتیو (React Native),50000000,26,0,1,0,0
ios mobile,50000000,26,0,1,0,0
طراحی آیکون,500000,42,0,0,0,0
تصویرسازی,500000,42,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,42,0,0,0,0
فوتوشاپ (Photoshop),500000,42,0,0,0,0
جاوا اسکریپت (JavaScript),5000000,6,0,0,0,0
نود جی اس (Node.js),5000000,6,0,0,0,0
ویو جی اس (VueJs),5000000,6,0,0,0,0
HTML,3000000,12,0,0,0,0
پی اچ پی (PHP),3000000,12,0,0,0,0
وردپرس (WordPress),3000000,12,0,0,0,0
سی اس اس (CSS),3000000,12,0,0,0,0
برنامه نویسی تحت وب,3000000,12,0,0,0,0
3D Animation,3000000,29,0,0,0,0
مدل سازی ۳ بعدی (3D Modelling),3000000,29,0,0,0,0
تری دی مکس (3DS MAX),3000000,29,0,0,0,0
طراحی آیکون,1500000,92,0,0,0,0
تصویرسازی,1500000,92,0,0,0,0
ایلوستریتور (Adobe Illustrator),1500000,92,0,0,0,0
فوتوشاپ (Photoshop),1500000,92,0,0,0,0
HTML,1500000,4,0,0,0,0
جاوا اسکریپت (JavaScript),1500000,4,0,0,0,0
سی اس اس (CSS),1500000,4,0,0,0,0
برنامه نویسی تحت وب,1500000,4,0,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),6000000,6,0,0,0,0
Mobile Phone,6000000,6,0,0,0,0
برنامه نویسی موبایل,6000000,6,0,0,0,0
انیمیشن,1500000,14,0,0,0,0
متلب (Matlab),1500000,6,0,0,0,0
طراحی تبلیغات,500000,42,1,0,1,0
طراحی گرافیک,500000,42,1,0,1,0
مای اسکیوال (MySQL),15000000,56,1,0,1,0
پی اچ پی (PHP),15000000,56,1,0,1,0
سی اس اس (CSS),15000000,56,1,0,1,0
برنامه نویسی تحت وب,15000000,56,1,0,1,0
طراحی آیکون,500000,70,0,0,0,0
تصویرسازی,500000,70,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,70,0,0,0,0
فوتوشاپ (Photoshop),500000,70,0,0,0,0
ترجمه,500000,35,0,0,0,0
ترجمه انگلیسی به فارسی,500000,35,0,0,0,0
مقاله نویسی,1500000,17,0,0,0,0
ترجمه انگلیسی به فارسی,1500000,17,0,0,0,0
برنامه نویسی تحت وب,1500000,11,0,0,0,0
مای اسکیوال (MySQL),1500000,4,0,0,0,0
پی اچ پی (PHP),1500000,4,0,0,0,0
سی اس اس (CSS),1500000,4,0,0,0,0
برنامه نویسی تحت وب,1500000,4,0,0,0,0
ترجمه,500000,11,0,0,0,0
ترجمه انگلیسی به فارسی,500000,11,0,0,0,0
تخصص ترجمه در زیرنویس فیلم و سریال,500000,11,0,0,0,0
HTML,3000000,46,0,0,0,0
سی اس اس (CSS),3000000,46,0,0,0,0
PSD به HTML,3000000,46,0,0,0,0
بوت استرپ (Bootstrap),3000000,46,0,0,0,0
مای اسکیوال (MySQL),4000000,62,0,0,0,0
پی اچ پی (PHP),4000000,62,0,0,0,0
سی اس اس (CSS),4000000,62,0,0,0,0
برنامه نویسی تحت وب,4000000,62,0,0,0,0
انیمیشن,3000000,29,1,0,0,0
تولید ویدئو,6000000,7,1,0,1,0
فیلمبرداری,6000000,7,1,0,1,0
برنامه نویسی تحت وب,500000,7,0,0,0,0
مای اسکیوال (MySQL),1500000,12,0,0,0,0
پی اچ پی (PHP),1500000,12,0,0,0,0
سی اس اس (CSS),1500000,12,0,0,0,0
برنامه نویسی تحت وب,1500000,12,0,0,0,0
ترجمه,500000,29,0,0,0,0
ترجمه انگلیسی به فارسی,500000,29,0,0,0,0
طراحی آیکون,200000,37,0,0,0,0
تصویرسازی,200000,37,0,0,0,0
ایلوستریتور (Adobe Illustrator),200000,37,0,0,0,0
فوتوشاپ (Photoshop),200000,37,0,0,0,0
سئو (SEO),1500000,26,0,0,0,0
مقاله نویسی,1500000,26,0,0,0,0
ترجمه,1500000,26,0,0,0,0
ترجمه انگلیسی به فارسی,1500000,26,0,0,0,0
تولید محتوا,1500000,26,0,0,0,0
سئو (SEO),500000,11,0,0,0,0
طراحی تبلیغات,500000,41,0,0,0,0
طراحی بنر,500000,41,0,0,0,0
Flash,500000,41,0,0,0,0
فوتوشاپ (Photoshop),500000,41,0,0,0,0
طراحی تبلیغات,500000,39,0,0,0,0
طراحی بنر,500000,39,0,0,0,0
Flash,500000,39,0,0,0,0
فوتوشاپ (Photoshop),500000,39,0,0,0,0
HTML,5000000,24,1,0,1,0
پی اچ پی (PHP),5000000,24,1,0,1,0
سی اس اس (CSS),5000000,24,1,0,1,0
برنامه نویسی تحت وب,5000000,24,1,0,1,0
پایتون (Python),50000000,5,0,0,0,0
برنامه نویسی تحت وب,50000000,5,0,0,0,0
Link Building,3000000,29,0,0,0,0
سئو (SEO),3000000,29,0,0,0,0
بازاریابی اینترنتی,3000000,29,0,0,0,0
خرید و فروش سایت,120000,7,0,0,0,0
تولید محتوا,120000,7,0,0,0,0
HTML,1500000,9,0,0,0,0
وردپرس (WordPress),1500000,9,0,0,0,0
سی اس اس (CSS),1500000,9,0,0,0,0
iPad,1500000,3,0,0,0,0
Mobile Phone,1500000,3,0,0,0,0
برنامه نویسی موبایل,1500000,3,0,0,0,0
طراحی آیکون,500000,51,0,0,0,0
تصویرسازی,500000,51,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,51,0,0,0,0
فوتوشاپ (Photoshop),500000,51,0,0,0,0
Link Building,1500000,26,0,0,0,0
سئو (SEO),1500000,26,0,0,0,0
بازاریابی اینترنتی,1500000,26,0,0,0,0
ASP.Net,12000000,20,0,1,0,0
سی شارپ (C#),12000000,20,0,1,0,0
HTML,12000000,20,0,1,0,0
برنامه نویسی تحت وب,12000000,20,0,1,0,0
ری اکت (React),12000000,20,0,1,0,0
طراحی آیکون,500000,56,0,0,0,0
تصویرسازی,500000,56,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,56,0,0,0,0
فوتوشاپ (Photoshop),500000,56,0,0,0,0
انیمیشن,500000,19,0,0,0,0
HTML,15000000,36,0,0,0,0
وردپرس (WordPress),15000000,36,0,0,0,0
سی اس اس (CSS),15000000,36,0,0,0,0
وردپرس (WordPress),1500000,69,0,0,0,0
طراحی تبلیغات,500000,32,0,0,0,0
تبلیغات,500000,32,0,0,0,0
مدیریت شبکه های اجتماعی,500000,32,0,0,0,0
مدیریت پیج اینستاگرام (ادمین),500000,32,0,0,0,0
طراحی پست و استوری اینستاگرام,500000,32,0,0,0,0
پی اچ پی (PHP),1500000,17,0,0,0,0
پرستاشاپ (Prestashop),1500000,17,0,0,0,0
فروشگاه,1500000,17,0,0,0,0
برنامه نویسی تحت وب,1500000,17,0,0,0,0
مهندسی برق,3000000,2,0,0,0,0
میکروکنترلر,3000000,2,0,0,0,0
ترجمه,120000,10,0,0,0,0
ترجمه انگلیسی به فارسی,120000,10,0,0,0,0
نوشتن توضیحات محصول,1500000,33,0,0,0,0
تولید محتوا,1500000,33,0,0,0,0
3D Animation,50000000,50,0,0,1,0
مدل سازی ۳ بعدی (3D Modelling),50000000,50,0,0,1,0
تری دی مکس (3DS MAX),50000000,50,0,0,1,0
لاراول (Laravel),1500000,7,0,0,0,0
پی اچ پی (PHP),1500000,7,0,0,0,0
برنامه نویسی تحت وب,1500000,7,0,0,0,0
HTML,500000,7,0,0,0,0
پی اچ پی (PHP),500000,7,0,0,0,0
برنامه نویسی تحت وب,500000,7,0,0,0,0
HTML,1500000,3,0,0,0,0
پی اچ پی (PHP),1500000,3,0,0,0,0
برنامه نویسی تحت وب,1500000,3,0,0,0,0
آژاکس (ای جکس - Ajax),1500000,4,0,0,0,0
HTML,1500000,4,0,0,0,0
پی اچ پی (PHP),1500000,4,0,0,0,0
وردپرس (WordPress),1500000,4,0,0,0,0
ویو جی اس (VueJs),1500000,4,0,0,0,0
جنگو (Django),15000000,9,0,1,0,0
جاوا اسکریپت (JavaScript),15000000,9,0,1,0,0
پایتون (Python),15000000,9,0,1,0,0
SQLite,15000000,9,0,1,0,0
ری اکت نیتیو (React Native),15000000,9,0,1,0,0
انگولار (Angular.js),15000000,0,0,0,0,0
ویو جی اس (VueJs),15000000,0,0,0,0,0
ری اکت (React),15000000,0,0,0,0,0
برنامه نویسی فرانت اند,15000000,0,0,0,0,0
تایپ,500000,30,0,0,0,0
پاورپوینت (Power Point),500000,30,0,0,0,0
ورد (Word),500000,30,0,0,0,0
موشن گرافیک,500000,30,0,0,0,0
طراحی آیکون,3000000,89,0,0,0,0
تصویرسازی,3000000,89,0,0,0,0
ایلوستریتور (Adobe Illustrator),3000000,89,0,0,0,0
فوتوشاپ (Photoshop),3000000,89,0,0,0,0
HTML,500000,4,0,0,0,0
پی اچ پی (PHP),500000,4,0,0,0,0
برنامه نویسی تحت وب,500000,4,0,0,0,0
مای اسکیوال (MySQL),1500000,17,0,0,0,0
پی اچ پی (PHP),1500000,17,0,0,0,0
وردپرس (WordPress),1500000,17,0,0,0,0
سی اس اس (CSS),1500000,17,0,0,0,0
برنامه نویسی تحت وب,1500000,17,0,0,0,0
Google Analytics,500000,8,0,1,0,0
دستیار مجازی,500000,8,0,1,0,0
برنامه ریزی تبلیغ و خرید,500000,8,0,1,0,0
گوگل ادز (Google Ads),500000,8,0,1,0,0
بازاریابی از طریق رسانه های اجتماعی,500000,8,0,1,0,0
سئو (SEO),500000,38,0,0,0,0
مقاله نویسی,500000,38,0,0,0,0
برنامه نویسی سی پلاس پلاس (C++),5000000,8,1,1,1,0
جنگو (Django),15000000,9,0,1,0,0
مای اسکیوال (MySQL),15000000,9,0,1,0,0
پی اچ پی (PHP),15000000,9,0,1,0,0
سی اس اس (CSS),15000000,9,0,1,0,0
برنامه نویسی تحت وب,15000000,9,0,1,0,0
Linux,500000,10,1,1,1,0
برنامه نویسی تحت ویندوز,500000,10,1,1,1,0
برنامه نویسی,500000,10,1,1,1,0
برنامه نویسی تحت ویندوز,1500000,5,0,0,0,0
متلب (Matlab),1500000,5,0,0,0,0
پی اچ پی (PHP),500000,12,0,0,0,0
سی اس اس (CSS),500000,12,0,0,0,0
ASP.Net,5000000,4,0,0,0,0
دسک تاپ ویندوز,5000000,4,0,0,0,0
برنامه نویسی تحت ویندوز,5000000,4,0,0,0,0
ASP.Net,15000000,5,0,0,0,0
جاوا اسکریپت (JavaScript),15000000,5,0,0,0,0
SQL Server,15000000,5,0,0,0,0
JSON,15000000,5,0,0,0,0
وردپرس (WordPress),6000000,18,1,1,1,0
برنامه نویسی تحت وب,6000000,18,1,1,1,0
مقاله نویسی,300000,18,1,0,1,0
بازنویسی مقالات,300000,18,1,0,1,0
ترجمه زبان های دیگر به فارسی,300000,18,1,0,1,0
سئو (SEO),1500000,34,0,0,0,0
طراحی آیکون,150000,40,0,0,0,0
تصویرسازی,150000,40,0,0,0,0
ایلوستریتور (Adobe Illustrator),150000,40,0,0,0,0
فوتوشاپ (Photoshop),150000,40,0,0,0,0
رایانش ابری (Cloud Computing),200000,3,0,0,0,0
HTML,200000,3,0,0,0,0
پی اچ پی (PHP),200000,3,0,0,0,0
ویندوز سرور,200000,3,0,0,0,0
برنامه نویسی تحت وب,200000,3,0,0,0,0
HTML,50000000,33,1,0,1,0
پی اچ پی (PHP),50000000,33,1,0,1,0
پایتون (Python),50000000,33,1,0,1,0
وردپرس (WordPress),50000000,33,1,0,1,0
برنامه نویسی تحت وب,50000000,33,1,0,1,0
پی اچ پی (PHP),1500000,3,0,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),1500000,3,0,0,0,0
Mobile Phone,1500000,3,0,0,0,0
برنامه نویسی موبایل,1500000,3,0,0,0,0
انیمیشن,500000,21,0,0,0,0
خدمات ویدئویی,500000,21,0,0,0,0
موشن گرافیک,500000,21,0,0,0,0
هنر طنز,500000,21,0,0,0,0
پی اچ پی (PHP),15000000,16,1,0,1,0
طراحی سایت,15000000,16,1,0,1,0
برنامه نویسی تحت وب,15000000,16,1,0,1,0
وردپرس (WordPress),500000,0,0,0,0,0
برنامه نویسی تحت وب,500000,0,0,0,0,0
طراحی سایت شرکتی,500000,0,0,0,0,0
HTML,6000000,2,0,0,0,0
جی کوئری (jQuery),6000000,2,0,0,0,0
پی اچ پی (PHP),6000000,2,0,0,0,0
وردپرس (WordPress),6000000,2,0,0,0,0
سی اس اس (CSS),6000000,2,0,0,0,0
امنیت وب,500000,13,0,0,0,0
وردپرس (WordPress),500000,13,0,0,0,0
طراحی سایت,500000,13,0,0,0,0
عیب یابی,500000,13,0,0,0,0
HTML,150000,4,0,0,0,0
پی اچ پی (PHP),150000,4,0,0,0,0
وردپرس (WordPress),150000,4,0,0,0,0
طراحی سایت,150000,4,0,0,0,0
Web Scraping,3000000,7,0,0,0,0
وردپرس (WordPress),1500000,1,0,0,0,0
برنامه نویسی تحت وب,1500000,1,0,0,0,0
طراحی سایت فروشگاهی,1500000,1,0,0,0,0
طراحی آیکون,500000,72,0,0,0,0
تصویرسازی,500000,72,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,72,0,0,0,0
فوتوشاپ (Photoshop),500000,72,0,0,0,0
Google Analytics,150000,19,0,0,0,0
سئو (SEO),150000,19,0,0,0,0
امنیت وب,150000,19,0,0,0,0
وردپرس (WordPress),150000,19,0,0,0,0
افزایش سرعت سایت,150000,19,0,0,0,0
وردپرس (WordPress),1500000,0,0,0,0,0
طراحی سایت,1500000,0,0,0,0,0
افزایش سرعت سایت,1500000,0,0,0,0,0
برنامه نویسی,1500000,0,0,0,0,0
طراحی سایت فروشگاهی,1500000,0,0,0,0,0
ویرایش متن,500000,14,0,0,0,0
تولید محتوای انگلیسی,500000,14,0,0,0,0
پی اچ پی (PHP),500000,23,0,0,0,0
پرستاشاپ (Prestashop),500000,23,0,0,0,0
فروشگاه,500000,23,0,0,0,0
برنامه نویسی تحت وب,500000,23,0,0,0,0
ASP.Net,6000000,10,0,0,0,0
سی شارپ (C#),6000000,10,0,0,0,0
پایتون (Python),6000000,10,0,0,0,0
برنامه نویسی تحت وب,6000000,10,0,0,0,0
وردپرس (WordPress),6000000,34,0,1,0,0
ترجمه,6000000,34,0,1,0,0
بازارهای مالی,6000000,34,0,1,0,0
تولید محتوا,6000000,34,0,1,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),1500000,3,0,0,0,0
Mobile Phone,1500000,3,0,0,0,0
برنامه نویسی موبایل,1500000,3,0,0,0,0
طراحی آیکون,1500000,105,0,0,0,0
تصویرسازی,1500000,105,0,0,0,0
ایلوستریتور (Adobe Illustrator),1500000,105,0,0,0,0
فوتوشاپ (Photoshop),1500000,105,0,0,0,0
LabVIEW,500000,1,0,0,0,0
وردپرس (WordPress),500000,1,0,0,0,0
طراحی سایت,500000,1,0,0,0,0
برنامه نویسی تحت وب,500000,1,0,0,0,0
طراحی تجربه کاربری (UX),500000,1,0,0,0,0
طراحی رابط کاربری (UI),500000,1,0,0,0,0
طراحی گرافیک,3000000,17,0,0,0,0
برنامه نویسی تحت وب,3000000,17,0,0,0,0
پردازش داده ها,1500000,5,0,0,0,0
تحلیل داده (Data Analysis),1500000,5,0,0,0,0
فراگیری ماشین,1500000,5,0,0,0,0
علوم داده (Data Science),1500000,5,0,0,0,0
طراحی آیکون,1500000,90,0,0,0,0
تصویرسازی,1500000,90,0,0,0,0
ایلوستریتور (Adobe Illustrator),1500000,90,0,0,0,0
فوتوشاپ (Photoshop),1500000,90,0,0,0,0
برنامه ریزی تبلیغ و خرید,500000,7,0,0,0,0
تبلیغات,500000,7,0,0,0,0
گوگل ادز (Google Ads),500000,7,0,0,0,0
سئو (SEO),1000000,29,0,0,0,0
وردپرس (WordPress),1000000,29,0,0,0,0
مقاله نویسی,1000000,29,0,0,0,0
تولید محتوا,1000000,29,0,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),500000,5,0,0,0,0
Mobile Phone,500000,5,0,0,0,0
برنامه نویسی موبایل,500000,5,0,0,0,0
جاوا اسکریپت (JavaScript),3000000,6,0,0,0,0
پی اچ پی (PHP),3000000,6,0,0,0,0
سی اس اس (CSS),3000000,6,0,0,0,0
جاوا اسکریپت (JavaScript),10000000,14,0,0,0,0
ویو جی اس (VueJs),10000000,14,0,0,0,0
ترجمه انگلیسی به فارسی,1500000,11,0,0,0,0
تولید محتوای انگلیسی,1500000,11,0,0,0,0
طراحی آیکون,500000,107,0,0,0,0
تصویرسازی,500000,107,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,107,0,0,0,0
فوتوشاپ (Photoshop),500000,107,0,0,0,0
سئو (SEO),1500000,48,0,0,0,0
وردپرس (WordPress),1500000,48,0,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),500000,8,0,0,0,0
Mobile Phone,500000,8,0,0,0,0
برنامه نویسی موبایل,500000,8,0,0,0,0
ویرایش عکس,800000,56,1,0,0,0
فوتوشاپ (Photoshop),800000,56,1,0,0,0
HTML,15000000,18,0,0,0,0
لاراول (Laravel),15000000,18,0,0,0,0
پی اچ پی (PHP),15000000,18,0,0,0,0
برنامه نویسی تحت وب,15000000,18,0,0,0,0
HTML,15000000,12,1,0,1,0
پی اچ پی (PHP),15000000,12,1,0,1,0
برنامه نویسی تحت وب,15000000,12,1,0,1,0
طراحی تبلیغات,500000,25,0,0,0,0
طراحی بنر,500000,25,0,0,0,0
Flash,500000,25,0,0,0,0
فوتوشاپ (Photoshop),500000,25,0,0,0,0
جنگو (Django),15000000,26,0,0,0,0
لاراول (Laravel),15000000,26,0,0,0,0
پی اچ پی (PHP),15000000,26,0,0,0,0
پایتون (Python),15000000,26,0,0,0,0
سی شارپ (C#),5000000,7,0,1,0,0
دسک تاپ ویندوز,5000000,7,0,1,0,0
برنامه نویسی تحت ویندوز,5000000,7,0,1,0,0
Microsoft SQL Server,5000000,7,0,1,0,0
HTML,6000000,23,0,0,0,0
پی اچ پی (PHP),6000000,23,0,0,0,0
وردپرس (WordPress),6000000,23,0,0,0,0
سی اس اس (CSS),6000000,23,0,0,0,0
پی اچ پی (PHP),1500000,4,0,0,0,0
وردپرس (WordPress),1500000,4,0,0,0,0
برنامه نویسی تحت وب,1500000,4,0,0,0,0
طراحی آیکون,500000,64,0,0,0,0
تصویرسازی,500000,64,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,64,0,0,0,0
فوتوشاپ (Photoshop),500000,64,0,0,0,0
سئو (SEO),15000000,41,0,0,0,0
شبکه اجتماعی,15000000,41,0,0,0,0
مقاله نویسی,15000000,41,0,0,0,0
طراحی سایت,15000000,41,0,0,0,0
تولید محتوا,15000000,41,0,0,0,0
HTML,500000,8,0,0,0,0
پی اچ پی (PHP),500000,8,0,0,0,0
وردپرس (WordPress),500000,8,0,0,0,0
سی اس اس (CSS),500000,8,0,0,0,0
برنامه نویسی تحت وب,500000,8,0,0,0,0
طراحی آیکون,1000000,45,1,0,1,0
تصویرسازی,1000000,45,1,0,1,0
ایلوستریتور (Adobe Illustrator),1000000,45,1,0,1,0
فوتوشاپ (Photoshop),1000000,45,1,0,1,0
لاراول (Laravel),1000000,7,0,0,0,0
پی اچ پی (PHP),1000000,7,0,0,0,0
برنامه نویسی تحت وب,1000000,7,0,0,0,0
HTML,15000000,6,0,0,0,0
پی اچ پی (PHP),15000000,6,0,0,0,0
برنامه نویسی تحت وب,15000000,6,0,0,0,0
طراحی سایت,1500000,1,0,0,0,0
HTML,1500000,8,0,0,0,0
پی اچ پی (PHP),1500000,8,0,0,0,0
برنامه نویسی تحت وب,1500000,8,0,0,0,0
لاراول (Laravel),3000000,34,0,0,0,0
پی اچ پی (PHP),3000000,34,0,0,0,0
وردپرس (WordPress),3000000,34,0,0,0,0
برنامه نویسی تحت وب,3000000,34,0,0,0,0
جاوا اسکریپت (JavaScript),700000,5,0,0,0,0
پی اچ پی (PHP),700000,5,0,0,0,0
مای اسکیوال (MySQL),3000000,24,1,0,1,0
پی اچ پی (PHP),3000000,24,1,0,1,0
وردپرس (WordPress),3000000,24,1,0,1,0
سی اس اس (CSS),3000000,24,1,0,1,0
برنامه نویسی تحت وب,3000000,24,1,0,1,0
انیمیشن,500000,15,0,0,0,0
طراحی گرافیک,500000,15,0,0,0,0
خدمات ویدئویی,500000,15,0,0,0,0
موشن گرافیک,500000,15,0,0,0,0
HTML,500000,5,0,0,0,0
پی اچ پی (PHP),500000,5,0,0,0,0
برنامه نویسی تحت وب,500000,5,0,0,0,0
طراحی گرافیک,3000000,37,0,0,0,0
طراحی رابط کاربری (UI),3000000,37,0,0,0,0
HTML,2000000,17,0,0,0,0
پی اچ پی (PHP),2000000,17,0,0,0,0
سی اس اس (CSS),2000000,17,0,0,0,0
برنامه نویسی تحت وب,2000000,17,0,0,0,0
افزایش سرعت سایت,2000000,17,0,0,0,0
طراحی آیکون,500000,38,0,0,0,0
تصویرسازی,500000,38,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,38,0,0,0,0
فوتوشاپ (Photoshop),500000,38,0,0,0,0
HTML5,500000,5,0,0,0,0
جی کوئری (jQuery),500000,5,0,0,0,0
Mobile Phone,500000,5,0,0,0,0
برنامه نویسی موبایل,500000,5,0,0,0,0
3D Animation,3000000,9,0,0,0,0
مدل سازی ۳ بعدی (3D Modelling),3000000,9,0,0,0,0
تری دی مکس (3DS MAX),3000000,9,0,0,0,0
مای اسکیوال (MySQL),5000000,19,0,0,0,0
پی اچ پی (PHP),5000000,19,0,0,0,0
وردپرس (WordPress),5000000,19,0,0,0,0
سی اس اس (CSS),5000000,19,0,0,0,0
برنامه نویسی تحت وب,5000000,19,0,0,0,0
خدمات ویدئویی,500000,5,0,0,0,0
تولید ویدئو,500000,5,0,0,0,0
وردپرس (WordPress),120000,10,0,0,0,0
ASP.Net,15000000,0,0,0,0,0
جاوا اسکریپت (JavaScript),15000000,0,0,0,0,0
SQL Server,15000000,0,0,0,0,0
JSON,15000000,0,0,0,0,0
فلاتر (Flutter),15000000,0,0,0,0,0
مقاله نویسی,500000,10,0,0,0,0
بازنویسی مقالات,500000,10,0,0,0,0
پی اچ پی (PHP),500000,28,0,0,0,0
وردپرس (WordPress),500000,28,0,0,0,0
سی اس اس (CSS),500000,28,0,0,0,0
پی اچ پی (PHP),500000,16,0,0,0,0
وردپرس (WordPress),500000,16,0,0,0,0
سی اس اس (CSS),500000,16,0,0,0,0
برنامه نویسی تحت وب,500000,16,0,0,0,0
مقاله نویسی,500000,21,0,0,0,0
وبلاگ,500000,21,0,0,0,0
ارسال مقاله,500000,21,0,0,0,0
وردپرس (WordPress),150000,6,0,0,0,0
HTML,500000,5,0,0,0,0
لاراول (Laravel),500000,5,0,0,0,0
پی اچ پی (PHP),500000,5,0,0,0,0
برنامه نویسی تحت وب,500000,5,0,0,0,0
Socket IO,500000,5,0,0,0,0
HTML,1500000,17,0,0,0,0
وردپرس (WordPress),1500000,17,0,0,0,0
سی اس اس (CSS),1500000,17,0,0,0,0
طراحی بنر,3000000,49,0,0,0,0
فوتوشاپ (Photoshop),3000000,49,0,0,0,0
